K,Iteration,User Time (s),Memory (KB),Passes
5,1,7.87,131616.0,3
5,2,8.11,131628.0,3
5,3,7.9,131740.0,3
5,4,7.86,131628.0,3
5,5,7.86,131724.0,3
5,6,7.88,131628.0,3
5,7,7.87,131664.0,3
5,8,7.87,131592.0,3
5,9,7.89,131776.0,3
5,10,7.87,131628.0,3
5,11,7.92,131588.0,3
5,12,7.88,131768.0,3
5,13,7.93,131768.0,3
5,14,7.82,131616.0,3
5,15,7.88,131580.0,3
5,16,7.81,131580.0,3
5,17,7.82,131660.0,3
5,18,7.84,131768.0,3
5,19,7.86,131736.0,3
5,20,7.85,131664.0,3
5,21,7.93,131572.0,3
5,22,7.87,131680.0,3
5,23,7.88,131648.0,3
5,24,7.85,131740.0,3
5,25,7.83,131616.0,3
5,26,8.02,131688.0,3
5,27,8.09,131604.0,3
5,28,8.09,131768.0,3
5,29,8.14,131680.0,3
5,30,7.96,131684.0,3
5,31,8.11,131776.0,3
5,32,7.91,131756.0,3
5,33,8.18,131740.0,3
5,34,8.04,131588.0,3
5,35,8.16,131580.0,3
5,36,8.0,131624.0,3
5,37,8.0,131684.0,3
5,38,8.02,131592.0,3
5,39,8.06,131664.0,3
5,40,7.91,131628.0,3
5,41,8.04,131684.0,3
5,42,7.9,131600.0,3
5,43,7.87,131684.0,3
5,44,7.83,131592.0,3
5,45,7.93,131776.0,3
5,46,7.77,131628.0,3
5,47,7.9,131664.0,3
5,48,7.83,131720.0,3
5,49,7.9,131684.0,3
5,50,7.9,131592.0,3
