K,Iteration,User Time (s),Memory (KB),Passes
2,1,12.46,87400.0,18
2,2,12.35,87284.0,18
2,3,12.35,87276.0,18
2,4,12.44,87308.0,18
2,5,12.34,87256.0,18
2,6,12.77,87284.0,18
2,7,12.84,87376.0,18
2,8,12.26,87200.0,18
2,9,12.41,87400.0,18
2,10,12.46,87204.0,18
2,11,12.36,87288.0,18
2,12,12.63,87184.0,18
2,13,12.17,87316.0,18
2,14,12.62,87252.0,18
2,15,12.23,87216.0,18
2,16,12.29,87152.0,18
2,17,12.34,87376.0,18
2,18,12.27,87312.0,18
2,19,12.25,87364.0,18
2,20,12.33,87196.0,18
2,21,12.29,87316.0,18
2,22,12.3,87292.0,18
2,23,12.35,87312.0,18
2,24,12.36,87248.0,18
2,25,13.67,87248.0,18
2,26,12.34,87252.0,18
2,27,12.1,87308.0,18
2,28,12.29,87284.0,18
2,29,12.66,87308.0,18
2,30,12.19,87380.0,18
2,31,12.32,87212.0,18
2,32,13.81,87364.0,18
2,33,12.3,87304.0,18
2,34,13.77,87308.0,18
2,35,12.24,87312.0,18
2,36,12.2,87236.0,18
2,37,12.16,87316.0,18
2,38,12.28,87360.0,18
2,39,12.41,87392.0,18
2,40,12.25,87364.0,18
2,41,12.12,87308.0,18
2,42,12.41,87212.0,18
2,43,12.18,87308.0,18
2,44,12.16,87388.0,18
2,45,12.19,87204.0,18
2,46,12.31,87308.0,18
2,47,12.17,87228.0,18
2,48,12.23,87252.0,18
2,49,12.24,87284.0,18
2,50,12.21,87348.0,18
