K,Iteration,User Time (s),Memory (KB),Passes
6,1,0.33,136008.0,1
6,2,0.37,135864.0,1
6,3,0.33,135876.0,1
6,4,0.35,136100.0,1
6,5,0.38,135952.0,1
6,6,0.31,136060.0,1
6,7,0.36,136020.0,1
6,8,0.38,136032.0,1
6,9,0.41,136092.0,1
6,10,0.39,136060.0,1
6,11,0.36,136072.0,1
6,12,0.35,136000.0,1
6,13,0.36,135996.0,1
6,14,0.37,135952.0,1
6,15,0.32,136060.0,1
6,16,0.33,136080.0,1
6,17,0.39,136016.0,1
6,18,0.36,136080.0,1
6,19,0.34,136056.0,1
6,20,0.39,136088.0,1
6,21,0.37,135948.0,1
6,22,0.37,135932.0,1
6,23,0.33,136000.0,1
6,24,0.35,136072.0,1
6,25,0.35,136108.0,1
6,26,0.32,135984.0,1
6,27,0.35,135972.0,1
6,28,0.41,136020.0,1
6,29,0.42,136004.0,1
6,30,0.69,135896.0,1
6,31,0.39,136100.0,1
6,32,0.68,136060.0,1
6,33,0.38,136032.0,1
6,34,0.69,136084.0,1
6,35,0.38,135956.0,1
6,36,0.7,136004.0,1
6,37,0.36,135956.0,1
6,38,0.7,136064.0,1
6,39,0.67,136108.0,1
6,40,0.34,136108.0,1
6,41,0.37,136072.0,1
6,42,0.35,136076.0,1
6,43,0.37,135944.0,1
6,44,0.34,135968.0,1
6,45,0.36,135932.0,1
6,46,0.39,136100.0,1
6,47,0.36,136100.0,1
6,48,0.34,135944.0,1
6,49,0.35,136088.0,1
6,50,0.37,135988.0,1
