K,Average User Time (s),Average Memory (KB),Passes
1,25.653,77122.64,67
2,12.4136,87292.0,18
3,3.9742,104983.6,4
4,5.803,115243.6,3
5,7.9302,131665.76,3
6,0.4006,136021.68,1
7,0.3886,136004.88,1
8,0.403,136011.6,1
9,0.4948,135999.68,1
10,0.5292,136002.64,1
