K,Iteration,User Time (s),Memory (KB),Passes
7,1,0.39,136100.0,1
7,2,0.35,135944.0,1
7,3,0.37,136004.0,1
7,4,0.35,136004.0,1
7,5,0.4,136104.0,1
7,6,0.42,136084.0,1
7,7,0.34,136108.0,1
7,8,0.35,136032.0,1
7,9,0.36,136016.0,1
7,10,0.39,136000.0,1
7,11,0.33,136020.0,1
7,12,0.34,135968.0,1
7,13,0.34,136016.0,1
7,14,0.39,136024.0,1
7,15,0.4,135912.0,1
7,16,0.37,135952.0,1
7,17,0.38,135968.0,1
7,18,0.4,136088.0,1
7,19,0.32,136012.0,1
7,20,0.4,135972.0,1
7,21,0.35,136108.0,1
7,22,0.36,135952.0,1
7,23,0.39,136072.0,1
7,24,0.35,135972.0,1
7,25,0.36,136100.0,1
7,26,0.4,135900.0,1
7,27,0.4,136100.0,1
7,28,0.35,135876.0,1
7,29,0.31,135936.0,1
7,30,0.37,135968.0,1
7,31,0.41,135932.0,1
7,32,0.34,136084.0,1
7,33,0.31,135928.0,1
7,34,0.38,135976.0,1
7,35,0.38,136028.0,1
7,36,0.36,136088.0,1
7,37,0.31,136020.0,1
7,38,0.4,136056.0,1
7,39,0.42,136016.0,1
7,40,0.39,135924.0,1
7,41,0.37,135936.0,1
7,42,0.37,136012.0,1
7,43,0.38,135968.0,1
7,44,0.38,136080.0,1
7,45,0.37,135976.0,1
7,46,0.41,136024.0,1
7,47,0.66,136024.0,1
7,48,0.68,135960.0,1
7,49,0.41,136036.0,1
7,50,0.67,135864.0,1
