K,Iteration,User Time (s),Memory (KB),Passes
10,1,0.66,135992.0,1
10,2,0.39,136032.0,1
10,3,0.43,135976.0,1
10,4,0.47,135988.0,1
10,5,0.37,135920.0,1
10,6,0.67,135928.0,1
10,7,0.43,136020.0,1
10,8,0.41,136020.0,1
10,9,0.38,136028.0,1
10,10,0.67,135928.0,1
10,11,0.39,136108.0,1
10,12,0.69,136100.0,1
10,13,0.34,135956.0,1
10,14,0.67,135960.0,1
10,15,0.68,135940.0,1
10,16,0.36,136024.0,1
10,17,0.66,136036.0,1
10,18,0.41,136052.0,1
10,19,0.69,136060.0,1
10,20,0.38,135916.0,1
10,21,0.64,136036.0,1
10,22,0.39,136048.0,1
10,23,0.72,136060.0,1
10,24,0.43,135972.0,1
10,25,0.69,136028.0,1
10,26,0.35,135924.0,1
10,27,0.67,136100.0,1
10,28,0.42,136000.0,1
10,29,0.67,135932.0,1
10,30,0.36,135968.0,1
10,31,0.68,135956.0,1
10,32,0.39,135992.0,1
10,33,0.66,136004.0,1
10,34,0.36,135932.0,1
10,35,0.69,135972.0,1
10,36,0.42,136012.0,1
10,37,0.65,136112.0,1
10,38,0.35,135964.0,1
10,39,0.7,136008.0,1
10,40,0.34,136020.0,1
10,41,0.68,135996.0,1
10,42,0.69,136020.0,1
10,43,0.72,136048.0,1
10,44,0.36,136108.0,1
10,45,0.7,135952.0,1
10,46,0.4,136028.0,1
10,47,0.72,136096.0,1
10,48,0.41,135972.0,1
10,49,0.68,135936.0,1
10,50,0.37,135952.0,1
