K,Iteration,User Time (s),Memory (KB),Passes
1,1,26.53,77112.0,67
1,2,23.78,77072.0,67
1,3,32.08,77124.0,67
1,4,24.14,77104.0,67
1,5,24.75,77112.0,67
1,6,24.38,77132.0,67
1,7,24.72,77132.0,67
1,8,24.32,77032.0,67
1,9,24.1,77132.0,67
1,10,32.82,77020.0,67
1,11,24.43,77016.0,67
1,12,31.65,77132.0,67
1,13,24.49,77056.0,67
1,14,33.9,77036.0,67
1,15,31.73,77220.0,67
1,16,31.71,77108.0,67
1,17,32.45,77112.0,67
1,18,33.94,77208.0,67
1,19,31.45,77128.0,67
1,20,31.52,77036.0,67
1,21,24.6,77060.0,67
1,22,24.46,77168.0,67
1,23,24.12,77116.0,67
1,24,25.69,77196.0,67
1,25,23.47,77164.0,67
1,26,24.61,77196.0,67
1,27,23.5,77184.0,67
1,28,23.96,77220.0,67
1,29,23.49,77196.0,67
1,30,24.38,77128.0,67
1,31,23.47,77128.0,67
1,32,23.76,77128.0,67
1,33,23.33,77036.0,67
1,34,26.03,77096.0,67
1,35,23.35,77128.0,67
1,36,23.29,77164.0,67
1,37,23.47,77124.0,67
1,38,23.26,77136.0,67
1,39,23.49,77216.0,67
1,40,23.24,77164.0,67
1,41,23.16,77164.0,67
1,42,23.24,77092.0,67
1,43,23.5,77036.0,67
1,44,24.44,77128.0,67
1,45,23.41,77108.0,67
1,46,23.32,77072.0,67
1,47,23.31,77208.0,67
1,48,23.52,77112.0,67
1,49,23.39,77032.0,67
1,50,23.5,77208.0,67
