K,Iteration,User Time (s),Memory (KB),Passes
9,1,0.39,135924.0,1
9,2,0.4,136016.0,1
9,3,0.41,135976.0,1
9,4,0.35,135980.0,1
9,5,0.34,136060.0,1
9,6,0.34,135924.0,1
9,7,0.35,136104.0,1
9,8,0.38,136024.0,1
9,9,0.34,136024.0,1
9,10,0.38,136076.0,1
9,11,0.42,135968.0,1
9,12,0.43,135956.0,1
9,13,0.42,136004.0,1
9,14,0.7,136000.0,1
9,15,0.38,135896.0,1
9,16,0.72,136100.0,1
9,17,0.38,136108.0,1
9,18,0.7,136016.0,1
9,19,0.41,135936.0,1
9,20,0.7,136012.0,1
9,21,0.42,135936.0,1
9,22,0.64,135932.0,1
9,23,0.35,135976.0,1
9,24,0.72,135992.0,1
9,25,0.39,136072.0,1
9,26,0.69,136032.0,1
9,27,0.35,135924.0,1
9,28,0.69,136056.0,1
9,29,0.39,135992.0,1
9,30,0.7,135924.0,1
9,31,0.38,135968.0,1
9,32,0.7,135972.0,1
9,33,0.37,135988.0,1
9,34,0.69,135932.0,1
9,35,0.41,136088.0,1
9,36,0.66,136024.0,1
9,37,0.36,135952.0,1
9,38,0.69,136012.0,1
9,39,0.38,136004.0,1
9,40,0.67,136104.0,1
9,41,0.37,136024.0,1
9,42,0.43,136000.0,1
9,43,0.4,135960.0,1
9,44,0.68,136028.0,1
9,45,0.39,136048.0,1
9,46,0.67,135992.0,1
9,47,0.42,135924.0,1
9,48,0.68,135952.0,1
9,49,0.71,135976.0,1
9,50,0.4,136096.0,1
