K,Iteration,User Time (s),Memory (KB),Passes
4,1,5.72,115208.0,3
4,2,6.02,115260.0,3
4,3,5.68,115160.0,3
4,4,6.05,115164.0,3
4,5,5.7,115236.0,3
4,6,6.03,115232.0,3
4,7,5.97,115336.0,3
4,8,5.98,115324.0,3
4,9,5.72,115300.0,3
4,10,5.79,115300.0,3
4,11,5.93,115244.0,3
4,12,5.98,115160.0,3
4,13,5.98,115244.0,3
4,14,5.68,115212.0,3
4,15,5.96,115204.0,3
4,16,6.03,115260.0,3
4,17,5.94,115208.0,3
4,18,5.81,115196.0,3
4,19,5.99,115356.0,3
4,20,5.74,115344.0,3
4,21,6.05,115208.0,3
4,22,5.67,115320.0,3
4,23,6.02,115304.0,3
4,24,5.72,115160.0,3
4,25,5.97,115304.0,3
4,26,5.66,115212.0,3
4,27,5.94,115264.0,3
4,28,6.04,115244.0,3
4,29,6.0,115160.0,3
4,30,5.71,115136.0,3
4,31,5.72,115264.0,3
4,32,5.74,115160.0,3
4,33,5.75,115248.0,3
4,34,5.66,115212.0,3
4,35,5.66,115268.0,3
4,36,5.63,115264.0,3
4,37,5.68,115160.0,3
4,38,5.72,115160.0,3
4,39,5.7,115244.0,3
4,40,5.65,115336.0,3
4,41,5.64,115292.0,3
4,42,5.61,115232.0,3
4,43,5.71,115268.0,3
4,44,5.7,115252.0,3
4,45,5.66,115208.0,3
4,46,5.68,115160.0,3
4,47,5.7,115208.0,3
4,48,5.69,115304.0,3
4,49,5.67,115336.0,3
4,50,5.7,115344.0,3
