K,Average User Time (s),Average Memory (KB),Passes
1,10.99,359734.6667,6
2,5.55,146802.6667,4
3,3.8267,122294.6667,3
4,4.3333,130300.0,3
5,3.4733,197398.6667,3
6,3.62,178224.0,3
7,3.0233,153830.6667,2
8,3.15,137352.0,2
9,3.3367,127778.6667,2
10,3.6733,137376.0,2
