N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,4204.0,1.0,2.521
20,5e-05,4144.0,1.0,4.515
30,8.999999999999999e-05,5232.0,1.0,6.136
40,0.00014000000000000001,7256.0,1.0,7.478
50,0.0002,6196.0,1.0,8.789
60,0.00023,8244.0,1.0,9.994
70,0.0003,8312.0,1.0,11.072
80,0.00025,8244.0,1.0,12.189
90,0.00041999999999999996,10328.0,1.0,13.057
100,0.00051,10300.0,1.0,14.063
200,0.00326,3144.0,2.0,190.62
300,0.00466,3140.0,2.0,287.483
400,0.00811,3108.0,2.0,385.026
500,0.010490000000000001,3196.0,2.0,482.95
600,0.01444,4208.0,2.0,581.046
700,0.01704,4132.0,2.0,679.247
800,0.022260000000000002,4168.0,2.0,777.509
900,0.023219999999999998,4132.0,2.0,875.941
1000,0.031059999999999997,4128.0,2.0,974.448
1200,0.03657,4216.0,2.0,1172.05
1400,0.05281,5156.0,2.0,1369.53
1600,0.04895,5156.0,2.0,1567.24
1800,0.07105,5152.0,2.0,1765.59
2000,0.05817,6220.0,2.0,1963.34
2500,0.12208,6180.0,2.0,2459.09
3000,0.15882,7288.0,2.0,2954.8
3500,0.19563,7232.0,2.0,3451.64
4000,0.16675,8228.0,2.0,3948.14
4500,0.18821000000000002,9316.0,2.0,4445.42
5000,0.29558999999999996,9284.0,2.0,4941.9
6000,0.42834,11336.0,2.0,5936.7
7000,0.55335,13404.0,2.0,6931.68
8000,0.65566,13380.0,2.0,7927.27
9000,0.8172999999999999,16476.0,2.0,8922.82
10000,0.94247,17480.0,2.0,9918.55
