N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5212.0,1.0,2.521
20,5e-05,5192.0,1.0,4.515
30,8.999999999999999e-05,6236.0,1.0,6.136
40,0.00015,7220.0,1.0,7.478
50,0.00019,7204.0,1.0,8.789
60,0.00022,8260.0,1.0,9.994
70,0.0003,8284.0,1.0,11.072
80,0.00026000000000000003,9268.0,1.0,12.189
90,0.00043,10296.0,1.0,13.057
100,0.00044,11324.0,1.0,14.063
200,0.00333,3172.0,2.0,190.62
300,0.0046500000000000005,3132.0,2.0,287.483
400,0.00783,3108.0,2.0,385.026
500,0.0119,4168.0,2.0,482.95
600,0.01531,5192.0,2.0,581.046
700,0.0183,4132.0,2.0,679.247
800,0.02075,4132.0,2.0,777.509
900,0.02491,4216.0,2.0,875.941
1000,0.0316,4196.0,2.0,974.448
1200,0.039689999999999996,4132.0,2.0,1172.05
1400,0.04624,5156.0,2.0,1369.53
1600,0.054189999999999995,5156.0,2.0,1567.24
1800,0.06263,5172.0,2.0,1765.59
2000,0.05726,6236.0,2.0,1963.34
2500,0.10396,6180.0,2.0,2459.09
3000,0.11509,7292.0,2.0,2954.8
3500,0.19871,7204.0,2.0,3451.64
4000,0.22588,8228.0,2.0,3948.14
4500,0.18731,9316.0,2.0,4445.42
5000,0.33162,10328.0,2.0,4941.9
6000,0.42883,11364.0,2.0,5936.7
7000,0.55892,12372.0,2.0,6931.68
8000,0.43302999999999997,13432.0,2.0,7927.27
9000,0.82157,16432.0,2.0,8922.82
10000,0.94332,17464.0,2.0,9918.55
