N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,4188.0,1.0,2.521
20,5e-05,5184.0,1.0,4.515
30,8.999999999999999e-05,6240.0,1.0,6.136
40,0.00011999999999999999,6204.0,1.0,7.478
50,0.0002,6268.0,1.0,8.789
60,0.00025,8244.0,1.0,9.994
70,0.00032,9260.0,1.0,11.072
80,0.00026000000000000003,9268.0,1.0,12.189
90,0.00043,9268.0,1.0,13.057
100,0.00045,11356.0,1.0,14.063
200,0.00314,4184.0,2.0,190.501
300,0.004849999999999999,3136.0,2.0,287.725
400,0.00679,3108.0,2.0,385.606
500,0.01159,3108.0,2.0,483.871
600,0.01472,4132.0,2.0,582.323
700,0.018670000000000003,4196.0,2.0,680.972
800,0.0213,4132.0,2.0,779.549
900,0.0235,4208.0,2.0,878.205
1000,0.0273,4132.0,2.0,976.888
1200,0.02996,5196.0,2.0,1174.98
1400,0.05113,5240.0,2.0,1372.86
1600,0.0575,5156.0,2.0,1571.01
1800,0.07606,5168.0,2.0,1769.37
2000,0.05706,5156.0,2.0,1967.42
2500,0.11531,7204.0,2.0,2463.51
3000,0.14584,7204.0,2.0,2959.55
3500,0.18835,7200.0,2.0,3456.61
4000,0.23675,8228.0,2.0,3953.2
4500,0.1981,10340.0,2.0,4450.24
5000,0.32419,9336.0,2.0,4947.53
6000,0.43443,12340.0,2.0,5942.2
7000,0.5488099999999999,12408.0,2.001,6937.79
8000,0.52144,13388.0,2.178,7932.8
9000,1.13061,16104.0,2.833,8927.41
10000,1.35574,16444.0,2.996,9920.36
