K,Average User Time (s),Average Memory (KB),Passes
1,17.67,86724.0,4
2,19.22,104672.0,4
3,12.7,120256.0,3
4,12.55,135432.0,3
5,13.0,150508.0,3
6,13.95,166196.0,3
7,13.2,182144.0,3
8,13.56,197992.0,3
9,13.24,213844.0,3
10,13.81,230056.0,3
