K,Average User Time (s),Average Memory (KB),Passes
1,73.11,91488.0,40
2,35.85,100064.0,17
3,28.58,116616.0,12
4,20.58,135568.0,9
5,25.12,148684.0,8
6,13.95,166860.0,6
7,17.62,180012.0,6
8,14.75,196304.0,5
9,16.83,212892.0,5
10,10.9,228408.0,4
