K,Average User Time (s),Average Memory (KB),Passes
1,17.654,52121.6,22
2,11.108,61864.0,12
3,8.112,72192.8,8
4,6.7,79825.6,6
5,5.832,89871.2,5
6,5.114,99633.6,4
7,5.504,110446.4,4
8,4.946,120459.2,3
9,4.83,129725.6,3
10,5.226,139249.6,3
