K,Average User Time (s),Average Memory (KB),Passes
1,0.404,11175.2,4
2,0.39,12799.2,4
3,0.336,14364.0,3
4,0.338,16186.4,3
5,0.296,17765.6,2
6,0.304,19640.0,2
7,0.314,21234.4,2
8,0.37,22792.0,2
9,0.41,24384.8,2
10,0.462,25997.6,2
