K,Time (s),Memory (KB),Passes
1,2.94,49600.0,3
2,3.13,59404.0,3
3,3.18,68780.0,3
4,3.35,78452.0,3
5,3.36,88336.0,3
6,3.45,98096.0,3
7,3.45,107556.0,3
8,2.91,116244.0,2
9,2.79,125820.0,2
10,2.94,135688.0,2
