K,Time (s),Memory (KB),Passes
1,3.22,42392.0,4
2,3.25,42364.0,4
3,3.34,42412.0,4
4,3.25,42464.0,4
5,3.55,42436.0,4
6,3.23,42132.0,4
7,3.71,42112.0,4
8,3.18,42168.0,4
9,3.61,42388.0,4
10,3.59,42312.0,4
