K,Time (s),Memory (KB),Passes
1,2.79,47844.0,3
2,3.28,58072.0,3
3,3.2,67720.0,3
4,3.36,77600.0,3
5,3.45,87204.0,3
6,3.48,97028.0,3
7,3.05,106808.0,2
8,2.77,116564.0,2
9,3.05,126260.0,2
10,2.83,135892.0,2
