K,Average User Time (s),Average Memory (KB),Passes
1,0.002,15785.6,1
2,0.006,15898.4,1
3,0.002,15913.6,1
4,0.002,15840.8,1
5,0.004,15912.8,1
6,0.0,15876.8,1
7,0.0,15867.2,1
8,0.002,15884.0,1
9,0.002,15826.4,1
10,0.004,15902.4,1
