K,Average User Time (s),Average Memory (KB),Passes
1,0.01,13940.0,1
2,0.0,13892.0,1
3,0.0,13968.0,1
4,0.01,13664.0,1
5,0.01,14092.0,1
6,0.0,13972.0,1
7,0.0,13984.0,1
8,0.01,13948.0,1
9,0.01,14008.0,1
10,0.01,13688.0,1
