K,Time (s),Memory (KB),Passes
1,211.65,126920.0,5
2,132.29,130764.0,5
3,0.25,66352.0,1
4,0.28,66400.0,1
5,0.27,66332.0,1
6,0.28,66420.0,1
7,0.29,66528.0,1
8,0.3,66420.0,1
9,0.29,66312.0,1
10,0.28,66512.0,1
