K,Iteration,User Time (s),Memory (KB),Passes
10,1,5.41,146484.0,3
10,2,5.12,146552.0,3
10,3,5.44,146376.0,3
10,4,5.39,146552.0,3
10,5,5.19,146564.0,3
10,6,5.73,146376.0,3
10,7,5.23,146564.0,3
10,8,5.23,146552.0,3
10,9,5.43,146424.0,3
10,10,5.31,146376.0,3
10,11,5.25,146408.0,3
10,12,5.45,146412.0,3
10,13,5.57,146552.0,3
10,14,5.27,146480.0,3
10,15,5.16,146576.0,3
10,16,5.29,146380.0,3
10,17,5.15,146540.0,3
10,18,5.22,146412.0,3
10,19,5.12,146536.0,3
10,20,5.53,146484.0,3
10,21,5.42,146540.0,3
10,22,5.54,146448.0,3
10,23,5.17,146520.0,3
10,24,5.07,146552.0,3
10,25,5.32,146520.0,3
10,26,5.05,146488.0,3
10,27,5.1,146556.0,3
10,28,5.22,146428.0,3
10,29,5.16,146368.0,3
10,30,5.4,146552.0,3
10,31,5.22,146520.0,3
10,32,5.22,146536.0,3
10,33,5.38,146468.0,3
10,34,5.38,146460.0,3
10,35,5.5,146424.0,3
10,36,5.13,146444.0,3
10,37,5.81,146468.0,3
10,38,5.22,146552.0,3
10,39,5.07,146540.0,3
10,40,5.35,146412.0,3
10,41,5.16,146488.0,3
10,42,5.41,146376.0,3
10,43,5.41,146552.0,3
10,44,5.4,146572.0,3
10,45,5.15,146452.0,3
10,46,5.5,146440.0,3
10,47,5.12,146416.0,3
10,48,5.14,146480.0,3
10,49,5.38,146488.0,3
10,50,5.47,146428.0,3
