K,Iteration,User Time (s),Memory (KB),Passes
2,1,15.08,65164.0,15
2,2,14.29,65060.0,15
2,3,15.68,65236.0,15
2,4,14.9,65056.0,15
2,5,14.13,65112.0,15
2,6,15.44,65256.0,15
2,7,14.45,65152.0,15
2,8,15.31,65176.0,15
2,9,14.09,65172.0,15
2,10,14.15,65096.0,15
2,11,14.09,65144.0,15
2,12,14.31,65248.0,15
2,13,14.27,65004.0,15
2,14,14.44,65108.0,15
2,15,14.95,65124.0,15
2,16,14.41,65152.0,15
2,17,14.86,65152.0,15
2,18,15.53,65236.0,15
2,19,14.51,65016.0,15
2,20,14.49,65152.0,15
2,21,15.58,65220.0,15
2,22,15.74,65096.0,15
2,23,15.29,65108.0,15
2,24,14.27,65248.0,15
2,25,14.47,65168.0,15
2,26,14.91,65068.0,15
2,27,14.18,65132.0,15
2,28,14.11,65248.0,15
2,29,15.37,65060.0,15
2,30,14.13,65240.0,15
2,31,14.38,65256.0,15
2,32,14.06,65072.0,15
2,33,14.92,65164.0,15
2,34,14.28,65168.0,15
2,35,15.69,65112.0,15
2,36,14.65,65096.0,15
2,37,14.95,65092.0,15
2,38,16.02,65204.0,15
2,39,14.74,65188.0,15
2,40,14.72,65208.0,15
2,41,15.48,65072.0,15
2,42,15.22,65132.0,15
2,43,15.08,65036.0,15
2,44,14.93,65108.0,15
2,45,14.65,65244.0,15
2,46,16.36,65096.0,15
2,47,16.5,65068.0,15
2,48,15.05,65236.0,15
2,49,16.14,65132.0,15
2,50,15.53,65064.0,15
