K,Iteration,User Time (s),Memory (KB),Passes
4,1,6.97,90396.0,6
4,2,6.84,90444.0,6
4,3,6.87,90400.0,6
4,4,6.67,90452.0,6
4,5,6.72,90400.0,6
4,6,6.92,90368.0,6
4,7,7.16,90272.0,6
4,8,7.46,90304.0,6
4,9,6.79,90288.0,6
4,10,7.63,90364.0,6
4,11,6.77,90328.0,6
4,12,7.43,90428.0,6
4,13,7.46,90452.0,6
4,14,6.86,90308.0,6
4,15,6.85,90300.0,6
4,16,7.11,90356.0,6
4,17,7.38,90448.0,6
4,18,7.47,90308.0,6
4,19,6.89,90256.0,6
4,20,7.53,90428.0,6
4,21,6.95,90252.0,6
4,22,7.11,90336.0,6
4,23,6.84,90300.0,6
4,24,7.37,90328.0,6
4,25,6.9,90396.0,6
4,26,7.44,90340.0,6
4,27,7.73,90308.0,6
4,28,6.97,90324.0,6
4,29,7.52,90416.0,6
4,30,7.42,90268.0,6
4,31,7.47,90324.0,6
4,32,7.04,90444.0,6
4,33,7.51,90304.0,6
4,34,7.18,90308.0,6
4,35,7.43,90396.0,6
4,36,7.04,90448.0,6
4,37,7.42,90288.0,6
4,38,7.15,90440.0,6
4,39,7.2,90288.0,6
4,40,7.47,90416.0,6
4,41,6.93,90344.0,6
4,42,6.9,90452.0,6
4,43,7.13,90424.0,6
4,44,7.69,90256.0,6
4,45,7.26,90336.0,6
4,46,7.32,90432.0,6
4,47,7.39,90232.0,6
4,48,6.87,90388.0,6
4,49,6.79,90308.0,6
4,50,6.91,90268.0,6
