K,Iteration,User Time (s),Memory (KB),Passes
5,1,6.4,100032.0,5
5,2,6.14,100108.0,5
5,3,6.21,100056.0,5
5,4,6.09,100156.0,5
5,5,6.44,100072.0,5
5,6,6.12,99992.0,5
5,7,6.2,100064.0,5
5,8,6.03,100016.0,5
5,9,5.89,100064.0,5
5,10,6.49,100148.0,5
5,11,6.15,100120.0,5
5,12,6.64,99976.0,5
5,13,6.1,100012.0,5
5,14,5.96,100156.0,5
5,15,6.17,100156.0,5
5,16,6.16,100056.0,5
5,17,6.23,99964.0,5
5,18,6.0,100068.0,5
5,19,5.91,100156.0,5
5,20,6.06,100124.0,5
5,21,6.05,100072.0,5
5,22,6.22,100140.0,5
5,23,6.04,100012.0,5
5,24,6.37,100012.0,5
5,25,5.96,100056.0,5
5,26,6.05,100072.0,5
5,27,6.03,100140.0,5
5,28,6.07,100036.0,5
5,29,6.72,99996.0,5
5,30,6.15,100068.0,5
5,31,6.03,100072.0,5
5,32,6.39,100008.0,5
5,33,6.63,100036.0,5
5,34,6.07,100052.0,5
5,35,6.05,100140.0,5
5,36,6.25,100016.0,5
5,37,5.98,99976.0,5
5,38,6.2,100012.0,5
5,39,6.28,99976.0,5
5,40,6.56,100064.0,5
5,41,5.97,100032.0,5
5,42,6.28,100032.0,5
5,43,6.36,99964.0,5
5,44,6.31,99960.0,5
5,45,6.59,100012.0,5
5,46,6.53,100032.0,5
5,47,6.49,100048.0,5
5,48,6.91,100064.0,5
5,49,6.93,100036.0,5
5,50,6.75,100136.0,5
