K,Iteration,User Time (s),Memory (KB),Passes
3,1,13.41,77816.0,11
3,2,12.94,77748.0,11
3,3,13.22,77632.0,11
3,4,12.7,77704.0,11
3,5,13.12,77708.0,11
3,6,12.82,77768.0,11
3,7,13.76,77672.0,11
3,8,13.83,77732.0,11
3,9,13.92,77844.0,11
3,10,14.0,77816.0,11
3,11,12.71,77708.0,11
3,12,13.12,77852.0,11
3,13,12.75,77696.0,11
3,14,13.52,77772.0,11
3,15,12.93,77836.0,11
3,16,13.12,77768.0,11
3,17,12.85,77856.0,11
3,18,12.98,77816.0,11
3,19,12.77,77656.0,11
3,20,12.71,77752.0,11
3,21,13.94,77832.0,11
3,22,13.0,77660.0,11
3,23,12.88,77704.0,11
3,24,13.35,77708.0,11
3,25,13.78,77728.0,11
3,26,13.92,77728.0,11
3,27,13.56,77740.0,11
3,28,14.09,77728.0,11
3,29,13.83,77736.0,11
3,30,12.76,77688.0,11
3,31,13.85,77744.0,11
3,32,13.74,77744.0,11
3,33,12.86,77828.0,11
3,34,12.86,77748.0,11
3,35,12.95,77656.0,11
3,36,13.82,77832.0,11
3,37,12.91,77816.0,11
3,38,12.99,77692.0,11
3,39,13.12,77744.0,11
3,40,13.19,77704.0,11
3,41,13.12,77748.0,11
3,42,12.88,77712.0,11
3,43,14.14,77688.0,11
3,44,12.99,77728.0,11
3,45,13.58,77748.0,11
3,46,13.19,77844.0,11
3,47,13.97,77768.0,11
3,48,13.2,77656.0,11
3,49,12.81,77728.0,11
3,50,13.12,77836.0,11
