K,Iteration,User Time (s),Memory (KB),Passes
6,1,6.24,107572.0,4
6,2,6.35,107592.0,4
6,3,6.25,107640.0,4
6,4,5.89,107580.0,4
6,5,5.92,107576.0,4
6,6,6.33,107740.0,4
6,7,5.77,107648.0,4
6,8,5.98,107732.0,4
6,9,6.3,107592.0,4
6,10,5.86,107656.0,4
6,11,6.29,107628.0,4
6,12,5.96,107740.0,4
6,13,5.72,107652.0,4
6,14,6.11,107636.0,4
6,15,5.95,107600.0,4
6,16,6.08,107584.0,4
6,17,6.4,107636.0,4
6,18,5.84,107740.0,4
6,19,6.12,107592.0,4
6,20,5.98,107652.0,4
6,21,5.88,107644.0,4
6,22,6.02,107580.0,4
6,23,5.86,107580.0,4
6,24,6.0,107720.0,4
6,25,6.33,107704.0,4
6,26,5.98,107592.0,4
6,27,5.68,107616.0,4
6,28,5.97,107656.0,4
6,29,5.93,107640.0,4
6,30,5.59,107584.0,4
6,31,5.54,107648.0,4
6,32,6.13,107592.0,4
6,33,5.12,107556.0,4
6,34,5.19,107596.0,4
6,35,5.44,107704.0,4
6,36,5.26,107596.0,4
6,37,5.19,107544.0,4
6,38,5.6,107580.0,4
6,39,5.42,107628.0,4
6,40,5.71,107592.0,4
6,41,5.88,107596.0,4
6,42,5.54,107544.0,4
6,43,5.62,107648.0,4
6,44,5.17,107656.0,4
6,45,5.2,107636.0,4
6,46,5.45,107632.0,4
6,47,5.66,107544.0,4
6,48,5.23,107592.0,4
6,49,5.8,107636.0,4
6,50,5.4,107628.0,4
