K,Iteration,User Time (s),Memory (KB),Passes
9,1,4.33,137044.0,3
9,2,4.05,137120.0,3
9,3,3.93,136932.0,3
9,4,4.05,137024.0,3
9,5,4.31,137076.0,3
9,6,4.14,137092.0,3
9,7,4.11,137024.0,3
9,8,4.33,137076.0,3
9,9,3.96,137016.0,3
9,10,4.28,137120.0,3
9,11,4.17,137024.0,3
9,12,4.13,136932.0,3
9,13,4.63,136944.0,3
9,14,4.27,136932.0,3
9,15,4.29,137024.0,3
9,16,4.29,137128.0,3
9,17,4.21,136944.0,3
9,18,4.29,137008.0,3
9,19,4.28,137036.0,3
9,20,4.56,136960.0,3
9,21,4.25,137040.0,3
9,22,4.06,137032.0,3
9,23,4.13,136968.0,3
9,24,4.06,137024.0,3
9,25,4.39,137024.0,3
9,26,4.3,137128.0,3
9,27,4.07,137044.0,3
9,28,4.42,137016.0,3
9,29,4.29,136980.0,3
9,30,4.32,136984.0,3
9,31,4.02,136932.0,3
9,32,4.03,137076.0,3
9,33,4.19,137016.0,3
9,34,4.27,137076.0,3
9,35,4.11,137108.0,3
9,36,4.71,137080.0,3
9,37,4.74,137108.0,3
9,38,5.0,136944.0,3
9,39,4.82,137024.0,3
9,40,4.96,137032.0,3
9,41,4.72,136884.0,3
9,42,4.67,136968.0,3
9,43,4.87,137076.0,3
9,44,5.06,136940.0,3
9,45,4.73,136884.0,3
9,46,4.95,137108.0,3
9,47,5.23,136944.0,3
9,48,5.21,136932.0,3
9,49,4.83,137032.0,3
9,50,5.03,137016.0,3
