K,Iteration,User Time (s),Memory (KB),Passes
1,1,30.09,56884.0,35
1,2,30.01,56684.0,35
1,3,27.67,56876.0,35
1,4,27.51,56884.0,35
1,5,27.86,56864.0,35
1,6,28.67,56884.0,35
1,7,31.09,56732.0,35
1,8,27.74,56700.0,35
1,9,28.14,56756.0,35
1,10,30.0,56884.0,35
1,11,27.41,56796.0,35
1,12,27.16,56740.0,35
1,13,27.93,56788.0,35
1,14,27.7,56832.0,35
1,15,29.72,56700.0,35
1,16,28.87,56776.0,35
1,17,27.82,56768.0,35
1,18,29.04,56772.0,35
1,19,30.31,56736.0,35
1,20,28.94,56860.0,35
1,21,29.32,56736.0,35
1,22,28.4,56792.0,35
1,23,29.3,56876.0,35
1,24,30.61,56756.0,35
1,25,30.73,56768.0,35
1,26,28.63,56768.0,35
1,27,27.95,56684.0,35
1,28,28.65,56692.0,35
1,29,27.75,56776.0,35
1,30,29.42,56696.0,35
1,31,27.45,56732.0,35
1,32,27.4,56832.0,35
1,33,27.12,56660.0,35
1,34,30.91,56820.0,35
1,35,27.73,56864.0,35
1,36,28.13,56828.0,35
1,37,27.72,56884.0,35
1,38,30.96,56768.0,35
1,39,27.42,56684.0,35
1,40,27.41,56876.0,35
1,41,28.1,56876.0,35
1,42,27.97,56872.0,35
1,43,27.6,56800.0,35
1,44,30.07,56800.0,35
1,45,29.73,56860.0,35
1,46,27.75,56800.0,35
1,47,29.05,56716.0,35
1,48,27.26,56884.0,35
1,49,27.65,56772.0,35
1,50,27.5,56636.0,35
