K,Average User Time (s),Average Memory (KB),Passes
1,14.752,48454.4,5
2,14.068,49432.0,5
3,13.396,49490.4,5
4,13.272,49462.4,5
5,12.858,49449.6,5
6,13.402,49471.2,5
7,13.786,49454.4,5
8,13.654,49477.6,5
9,13.586,49484.0,6
10,12.77,49449.6,5
